https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1628578800000,2021-08-10 07:00:00,BTC/USDT,45573.86,46071.96,45318.00,45972.43,19956.274,910615274.82478,196342
1628575200000,2021-08-10 06:00:00,BTC/USDT,45578.07,45736.18,45380.00,45576.84,13656.095,621833143.03645,147130
1628571600000,2021-08-10 05:00:00,BTC/USDT,45476.47,45795.78,45426.87,45578.07,11311.686,516318154.04062,125885
1628568000000,2021-08-10 04:00:00,BTC/USDT,45728.39,45858.79,45470.88,45476.47,13463.079,614422737.42921,147180
1628564400000,2021-08-10 03:00:00,BTC/USDT,46089.00,46125.00,45635.03,45728.38,12076.211,553315712.18379,139500
1628560800000,2021-08-10 02:00:00,BTC/USDT,46023.06,46149.10,45822.12,46089.01,8896.500,409131669.28711,107241
1628557200000,2021-08-10 01:00:00,BTC/USDT,45981.09,46125.63,45638.85,46020.23,13295.551,610163715.63331,143865
1628553600000,2021-08-10 00:00:00,BTC/USDT,46259.70,46800.00,45717.00,45981.10,38595.350,1783426644.36293,346895
1628550000000,2021-08-09 23:00:00,BTC/USDT,46258.30,46438.79,46052.18,46259.70,16549.279,765594829.76004,175122
1628546400000,2021-08-09 22:00:00,BTC/USDT,45743.52,46344.66,45701.00,46258.30,21937.384,1008868673.28415,210369
1628542800000,2021-08-09 21:00:00,BTC/USDT,45484.57,46071.48,44907.42,45743.51,44250.298,2011553530.42805,434345
1628539200000,2021-08-09 20:00:00,BTC/USDT,45986.76,46432.99,45450.01,45484.57,39018.035,1790050907.10833,374146
1628535600000,2021-08-09 19:00:00,BTC/USDT,46213.72,46440.00,45818.00,45986.77,19683.948,908656137.72235,203495
1628532000000,2021-08-09 18:00:00,BTC/USDT,45840.00,46483.00,45826.35,46213.71,25014.658,1155727499.86547,266864
1628528400000,2021-08-09 17:00:00,BTC/USDT,45897.99,46056.00,45780.81,45839.99,12084.525,554371936.70549,136671
1628524800000,2021-08-09 16:00:00,BTC/USDT,45871.79,46200.00,45680.80,45897.99,20009.607,918126940.83359,223453
1628521200000,2021-08-09 15:00:00,BTC/USDT,45635.64,46047.91,45635.64,45872.11,18528.230,850365760.98614,202962
1628517600000,2021-08-09 14:00:00,BTC/USDT,45421.01,46444.01,45400.75,45635.64,48982.179,2247732914.24998,459729
1628514000000,2021-08-09 13:00:00,BTC/USDT,45690.92,45905.14,45279.60,45421.02,28155.765,1285056233.72155,274807
1628510400000,2021-08-09 12:00:00,BTC/USDT,45930.82,46048.31,45560.00,45690.91,24154.757,1104441181.51611,240947
1628506800000,2021-08-09 11:00:00,BTC/USDT,45648.10,46080.00,45460.00,45930.81,42686.628,1952069163.94160,414816
1628503200000,2021-08-09 10:00:00,BTC/USDT,44861.71,45720.00,44756.00,45648.10,53211.040,2408925123.03320,517863
1628499600000,2021-08-09 09:00:00,BTC/USDT,43714.01,45039.99,43650.00,44861.31,52656.869,2342879349.80968,483655
1628496000000,2021-08-09 08:00:00,BTC/USDT,43790.01,43900.00,43590.70,43714.59,14053.730,614742565.38466,167040
1628492400000,2021-08-09 07:00:00,BTC/USDT,43469.83,43862.15,43363.05,43790.00,15188.513,662106641.64318,165024
1628488800000,2021-08-09 06:00:00,BTC/USDT,43540.95,43641.71,43267.30,43469.82,14505.819,630030545.19833,162095
1628485200000,2021-08-09 05:00:00,BTC/USDT,43573.49,43734.27,43371.00,43540.96,11377.829,495765037.21972,132376
1628481600000,2021-08-09 04:00:00,BTC/USDT,43486.16,43600.00,43231.16,43574.41,12236.442,531613141.77820,139759
1628478000000,2021-08-09 03:00:00,BTC/USDT,43454.15,43631.65,43250.98,43486.16,10280.070,446585113.83573,120047
1628474400000,2021-08-09 02:00:00,BTC/USDT,43080.31,43491.64,43030.96,43454.15,11932.581,516608240.09594,130620
1628470800000,2021-08-09 01:00:00,BTC/USDT,43196.50,43330.17,42785.00,43080.31,29945.577,1289055151.05813,275556
1628467200000,2021-08-09 00:00:00,BTC/USDT,43787.71,43966.41,43035.95,43196.51,39776.740,1725053382.54838,350438
1628463600000,2021-08-08 23:00:00,BTC/USDT,44183.83,44440.67,43610.00,43787.71,21667.549,952532953.19926,200967
1628460000000,2021-08-08 22:00:00,BTC/USDT,44211.77,44587.24,44136.08,44183.83,18612.531,825388701.19075,192140
1628456400000,2021-08-08 21:00:00,BTC/USDT,43837.49,44239.86,43750.00,44210.00,11587.381,510016408.28782,148470
1628452800000,2021-08-08 20:00:00,BTC/USDT,43722.04,44250.00,43556.22,43837.48,28698.293,1260002046.20642,274162
1628449200000,2021-08-08 19:00:00,BTC/USDT,43625.77,43867.91,43265.00,43723.26,24186.412,1053853001.49447,249560
1628445600000,2021-08-08 18:00:00,BTC/USDT,43690.06,43933.71,43430.30,43625.77,18535.341,809624349.06865,188331
1628442000000,2021-08-08 17:00:00,BTC/USDT,43732.62,43923.00,43543.00,43690.06,23902.273,1045079146.45881,236655
1628438400000,2021-08-08 16:00:00,BTC/USDT,43998.89,44388.00,43612.00,43732.62,28942.721,1273203925.93939,299665
1628434800000,2021-08-08 15:00:00,BTC/USDT,43937.00,44199.00,43742.39,44000.56,28686.812,1263146270.35383,299798
1628431200000,2021-08-08 14:00:00,BTC/USDT,44757.96,44875.64,43855.00,43936.99,42363.536,1877057243.97854,401209
1628427600000,2021-08-08 13:00:00,BTC/USDT,45003.04,45197.89,44535.93,44757.96,21807.918,978090947.51540,237824
1628424000000,2021-08-08 12:00:00,BTC/USDT,44458.35,45150.00,44379.00,45003.03,25322.400,1134889667.09291,251144
1628420400000,2021-08-08 11:00:00,BTC/USDT,44388.70,44748.21,44100.00,44458.35,22757.316,1011811708.34845,237004
1628416800000,2021-08-08 10:00:00,BTC/USDT,44731.89,44884.99,44200.00,44388.71,24070.814,1069676661.16034,253495
1628413200000,2021-08-08 09:00:00,BTC/USDT,44480.34,44905.06,44433.83,44731.90,15595.175,697168545.05200,171589
1628409600000,2021-08-08 08:00:00,BTC/USDT,44796.46,45000.00,44406.10,44480.35,19015.098,850683135.40350,206172
1628406000000,2021-08-08 07:00:00,BTC/USDT,45038.13,45274.00,44710.98,44796.46,24351.805,1095526397.00725,248392
1628402400000,2021-08-08 06:00:00,BTC/USDT,44737.73,45350.00,44639.00,45038.04,44219.779,1989822366.05589,417072
1628398800000,2021-08-08 05:00:00,BTC/USDT,44326.81,44837.45,44170.00,44739.05,19460.225,867345052.09631,199379
1628395200000,2021-08-08 04:00:00,BTC/USDT,44333.54,44544.00,44153.10,44326.80,12364.844,548413313.92636,137389
1628391600000,2021-08-08 03:00:00,BTC/USDT,43931.55,44371.34,43890.12,44333.53,12514.106,553321321.12007,130377
1628388000000,2021-08-08 02:00:00,BTC/USDT,44120.87,44169.99,43800.00,43931.55,12762.038,561404196.58948,144431
1628384400000,2021-08-08 01:00:00,BTC/USDT,44587.48,44620.00,43874.25,44123.01,19859.168,876926791.43752,214711
1628380800000,2021-08-08 00:00:00,BTC/USDT,44601.11,44838.00,44136.78,44587.48,32401.163,1442011873.17642,299621
1628377200000,2021-08-07 23:00:00,BTC/USDT,44014.77,44753.01,44014.76,44601.11,26682.374,1185942996.26970,252260
1628373600000,2021-08-07 22:00:00,BTC/USDT,43538.27,44174.26,43522.00,44014.77,18297.127,803213151.41162,191516
1628370000000,2021-08-07 21:00:00,BTC/USDT,43929.23,44349.20,43500.00,43539.81,21751.269,957997303.40147,245985
1628366400000,2021-08-07 20:00:00,BTC/USDT,43945.16,44170.00,43621.29,43928.82,19048.250,835883250.95684,198903
1628362800000,2021-08-07 19:00:00,BTC/USDT,43532.36,44084.99,43404.61,43945.16,14033.515,613318298.60947,159444
1628359200000,2021-08-07 18:00:00,BTC/USDT,43423.78,43620.00,43256.00,43532.37,10847.164,471410874.15202,123045
1628355600000,2021-08-07 17:00:00,BTC/USDT,43706.58,43794.48,43211.00,43423.78,19400.163,843047774.24297,204973
1628352000000,2021-08-07 16:00:00,BTC/USDT,43362.43,43784.48,42395.20,43706.59,66414.228,2861448336.51428,598013
1628348400000,2021-08-07 15:00:00,BTC/USDT,43479.00,43678.20,43265.85,43362.44,14205.193,617339811.07781,164743
1628344800000,2021-08-07 14:00:00,BTC/USDT,43168.83,43623.68,43163.93,43479.73,17280.437,750617292.20204,185691
1628341200000,2021-08-07 13:00:00,BTC/USDT,43546.05,43741.26,43104.00,43168.83,42230.221,1832344686.52895,424539
1628337600000,2021-08-07 12:00:00,BTC/USDT,43801.58,44588.00,43357.16,43546.05,79831.033,3517116288.10566,753707
1628334000000,2021-08-07 11:00:00,BTC/USDT,43655.81,43869.14,43412.27,43801.59,18980.055,828359466.74689,208960
1628330400000,2021-08-07 10:00:00,BTC/USDT,43630.00,44021.00,43520.00,43658.64,25326.203,1107885476.82274,283089
1628326800000,2021-08-07 09:00:00,BTC/USDT,43440.22,43817.00,43359.57,43629.99,22500.710,981789088.60528,250684
1628323200000,2021-08-07 08:00:00,BTC/USDT,43207.26,43470.00,43101.81,43440.22,13315.278,576742158.95817,152567
1628319600000,2021-08-07 07:00:00,BTC/USDT,43254.99,43550.00,43070.00,43207.27,15707.656,679504085.90983,164987
1628316000000,2021-08-07 06:00:00,BTC/USDT,43422.07,43504.75,43035.68,43254.99,17989.966,777843829.04187,183898
1628312400000,2021-08-07 05:00:00,BTC/USDT,43287.72,43645.00,43278.61,43420.00,13113.353,569713774.89512,146495
1628308800000,2021-08-07 04:00:00,BTC/USDT,43670.29,43945.00,43275.00,43287.72,26851.537,1171787672.27841,266426
1628305200000,2021-08-07 03:00:00,BTC/USDT,43279.69,43780.00,42950.44,43670.30,26166.182,1136956620.09804,259429
1628301600000,2021-08-07 02:00:00,BTC/USDT,43150.00,43385.00,43050.00,43279.70,14827.082,640633071.27120,159160
1628298000000,2021-08-07 01:00:00,BTC/USDT,43255.94,43329.88,42800.00,43150.00,18486.187,795927225.81780,191268
1628294400000,2021-08-07 00:00:00,BTC/USDT,42825.43,43286.30,42577.00,43258.02,20465.708,878090190.57414,203738
1628290800000,2021-08-06 23:00:00,BTC/USDT,42774.28,42926.44,42570.00,42825.43,10004.786,427618955.96164,103170
1628287200000,2021-08-06 22:00:00,BTC/USDT,42434.21,42888.09,42433.00,42774.29,12496.358,533176444.07940,129445
1628283600000,2021-08-06 21:00:00,BTC/USDT,42714.37,42771.00,42392.34,42434.21,12366.110,526622289.70674,141425
1628280000000,2021-08-06 20:00:00,BTC/USDT,42912.73,42965.00,42436.18,42714.36,19846.664,848344449.09087,190885
1628276400000,2021-08-06 19:00:00,BTC/USDT,42787.73,42996.09,42732.00,42912.09,14308.669,613676613.96177,153186
1628272800000,2021-08-06 18:00:00,BTC/USDT,42889.73,43000.00,42637.00,42787.74,18814.741,805488586.37972,195888
1628269200000,2021-08-06 17:00:00,BTC/USDT,42506.87,43400.00,42454.91,42889.72,42916.566,1840309733.46816,398983
1628265600000,2021-08-06 16:00:00,BTC/USDT,42211.53,43296.66,42208.43,42506.87,89756.783,3829294449.98698,822205
1628262000000,2021-08-06 15:00:00,BTC/USDT,40745.05,42500.00,40671.43,42213.52,73295.954,3052618060.58394,663348
1628258400000,2021-08-06 14:00:00,BTC/USDT,40903.48,40937.00,40625.45,40745.05,13062.181,532400904.50319,141576
1628254800000,2021-08-06 13:00:00,BTC/USDT,40754.46,41010.00,40687.37,40903.47,17318.626,707801446.47402,176805
1628251200000,2021-08-06 12:00:00,BTC/USDT,40500.00,41073.30,40282.01,40754.45,40392.952,1645417438.16590,360052
1628247600000,2021-08-06 11:00:00,BTC/USDT,40679.76,40746.00,40480.57,40500.00,14368.334,583073143.68161,146116
1628244000000,2021-08-06 10:00:00,BTC/USDT,40600.00,40848.00,40390.59,40679.76,23321.786,946966103.79751,223646
1628240400000,2021-08-06 09:00:00,BTC/USDT,40934.69,40939.41,40550.01,40600.01,21856.779,890213297.52616,198356
1628236800000,2021-08-06 08:00:00,BTC/USDT,40725.40,41127.99,40527.92,40934.70,27682.118,1131011033.85418,247510
1628233200000,2021-08-06 07:00:00,BTC/USDT,41029.25,41117.87,40695.86,40727.86,21964.109,897744836.93334,208036
1628229600000,2021-08-06 06:00:00,BTC/USDT,40546.51,41219.76,40449.67,41029.85,40055.664,1638507124.39407,373604
1628226000000,2021-08-06 05:00:00,BTC/USDT,40179.50,40575.75,40136.15,40549.35,18707.635,754965427.50394,173066
1628222400000,2021-08-06 04:00:00,BTC/USDT,40226.33,40364.96,39849.82,40179.49,19260.519,771740458.99908,183222
1628218800000,2021-08-06 03:00:00,BTC/USDT,40354.01,40614.99,40140.57,40224.62,14219.415,574273864.61325,132903
1628215200000,2021-08-06 02:00:00,BTC/USDT,40600.80,40663.74,40221.77,40353.95,18507.989,747976087.42483,164009
1628211600000,2021-08-06 01:00:00,BTC/USDT,40077.26,40766.58,39907.51,40600.80,28339.895,1143032178.12858,247332
1628208000000,2021-08-06 00:00:00,BTC/USDT,40882.39,41042.74,39960.00,40079.88,40586.521,1642171393.14627,333797
1628204400000,2021-08-05 23:00:00,BTC/USDT,40938.89,41150.00,40762.70,40882.40,15410.894,631181032.46802,141517
1628200800000,2021-08-05 22:00:00,BTC/USDT,40914.13,41045.54,40760.06,40938.90,13134.827,537459493.56449,128267
1628197200000,2021-08-05 21:00:00,BTC/USDT,40886.31,41327.73,40672.00,40915.89,22933.012,938500143.49777,223041
1628193600000,2021-08-05 20:00:00,BTC/USDT,40694.19,41168.93,40694.19,40886.31,25714.760,1052585581.84119,238323
1628190000000,2021-08-05 19:00:00,BTC/USDT,40822.15,41350.00,40527.71,40694.19,46966.168,1924561629.66374,411461
1628186400000,2021-08-05 18:00:00,BTC/USDT,40684.49,40989.00,40329.63,40822.14,41539.066,1689946303.32807,377358
1628182800000,2021-08-05 17:00:00,BTC/USDT,39727.26,40700.00,39642.68,40684.49,61433.175,2469044516.08665,541554
1628179200000,2021-08-05 16:00:00,BTC/USDT,38721.79,39781.66,38704.00,39727.25,52527.793,2063524265.32918,462399
1628175600000,2021-08-05 15:00:00,BTC/USDT,38990.52,39369.71,38514.71,38723.29,57706.528,2250367500.88562,487659
1628172000000,2021-08-05 14:00:00,BTC/USDT,38038.15,39050.00,37860.44,38990.90,66324.601,2551925821.51763,538132
1628168400000,2021-08-05 13:00:00,BTC/USDT,38019.14,38153.00,37650.00,38038.16,42093.280,1594315848.16936,337413
1628164800000,2021-08-05 12:00:00,BTC/USDT,38004.00,38145.75,37291.00,38019.13,57709.275,2177646543.44617,453621
1628161200000,2021-08-05 11:00:00,BTC/USDT,38029.99,38220.00,37930.03,38004.00,19771.952,753026796.92130,178598
1628157600000,2021-08-05 10:00:00,BTC/USDT,38045.01,38250.00,37811.04,38029.99,27833.765,1059306478.98595,245857
1628154000000,2021-08-05 09:00:00,BTC/USDT,38503.29,38623.99,37900.00,38045.01,49202.002,1880345700.09658,389714
1628150400000,2021-08-05 08:00:00,BTC/USDT,38889.07,38969.98,38453.11,38503.96,28811.781,1116026824.63018,244104
1628146800000,2021-08-05 07:00:00,BTC/USDT,39111.34,39111.34,38750.00,38889.08,23758.372,924458052.24485,223873
1628143200000,2021-08-05 06:00:00,BTC/USDT,39402.82,39403.78,39012.20,39111.35,19043.085,746007860.50230,173050
1628139600000,2021-08-05 05:00:00,BTC/USDT,39381.65,39530.00,39305.27,39402.81,7731.136,304774040.84856,84742
1628136000000,2021-08-05 04:00:00,BTC/USDT,39450.00,39540.08,39301.00,39381.65,7725.144,304545330.08868,88132
1628132400000,2021-08-05 03:00:00,BTC/USDT,39405.49,39571.60,39302.00,39450.00,9968.975,393106585.55808,105806
1628128800000,2021-08-05 02:00:00,BTC/USDT,39513.75,39521.00,39261.31,39405.49,10310.873,406097322.60605,103679
1628125200000,2021-08-05 01:00:00,BTC/USDT,39575.42,39627.99,39200.00,39513.74,25934.785,1021670911.39900,212512
1628121600000,2021-08-05 00:00:00,BTC/USDT,39731.31,39856.63,39555.00,39574.16,12664.463,502855499.82939,121304
1628118000000,2021-08-04 23:00:00,BTC/USDT,39723.50,39931.74,39555.00,39731.31,13838.309,550306302.77429,133126
1628114400000,2021-08-04 22:00:00,BTC/USDT,39830.85,39970.00,39513.88,39723.51,18022.878,716882841.31432,156899
1628110800000,2021-08-04 21:00:00,BTC/USDT,39749.54,39975.32,39716.02,39830.84,13776.797,548825374.58237,149672
1628107200000,2021-08-04 20:00:00,BTC/USDT,39745.17,39849.99,39612.00,39749.00,11416.101,453442793.63845,120733
1628103600000,2021-08-04 19:00:00,BTC/USDT,39570.00,39855.12,39467.68,39745.16,15793.155,626335094.39957,151639
1628100000000,2021-08-04 18:00:00,BTC/USDT,39384.99,39800.00,39373.54,39570.00,22986.290,910843408.41345,203204
1628096400000,2021-08-04 17:00:00,BTC/USDT,39468.60,39473.51,39234.00,39383.56,15375.386,605176793.25179,145683
1628092800000,2021-08-04 16:00:00,BTC/USDT,39289.95,39621.00,39221.00,39468.60,23398.878,922407091.30153,213939
1628089200000,2021-08-04 15:00:00,BTC/USDT,39097.73,39444.00,39097.73,39289.96,32895.499,1292195288.02460,273522
1628085600000,2021-08-04 14:00:00,BTC/USDT,38985.01,39167.31,38825.03,39097.73,24053.319,938345955.20860,228092
1628082000000,2021-08-04 13:00:00,BTC/USDT,38812.45,39220.00,38720.00,38985.01,43717.116,1703482842.93891,407161
1628078400000,2021-08-04 12:00:00,BTC/USDT,38152.87,38895.00,38143.22,38812.46,37897.699,1458699633.59224,347691
1628074800000,2021-08-04 11:00:00,BTC/USDT,38079.59,38248.86,38033.45,38152.86,17482.363,666756634.37241,178809
1628071200000,2021-08-04 10:00:00,BTC/USDT,37818.22,38115.00,37730.00,38080.99,16699.007,633250286.50222,160258
1628067600000,2021-08-04 09:00:00,BTC/USDT,37743.72,37877.69,37661.00,37818.22,13303.569,502636869.27546,128141
1628064000000,2021-08-04 08:00:00,BTC/USDT,37827.96,37983.62,37500.00,37743.71,29383.473,1108809685.67383,239318
1628060400000,2021-08-04 07:00:00,BTC/USDT,37819.30,37884.61,37661.10,37827.97,16143.225,609779605.29438,159847
1628056800000,2021-08-04 06:00:00,BTC/USDT,38000.01,38155.31,37777.00,37817.46,22380.188,848805915.09593,188682
1628053200000,2021-08-04 05:00:00,BTC/USDT,37966.77,38220.00,37962.03,38000.00,13485.377,513992462.46968,126608
1628049600000,2021-08-04 04:00:00,BTC/USDT,37980.33,38096.99,37758.00,37966.76,16905.024,641111498.23415,150983
1628046000000,2021-08-04 03:00:00,BTC/USDT,38094.91,38142.71,37900.00,37980.34,14929.089,567544570.19116,136027
1628042400000,2021-08-04 02:00:00,BTC/USDT,38352.07,38422.05,38060.00,38094.91,13348.063,509700963.63686,123995
1628038800000,2021-08-04 01:00:00,BTC/USDT,38399.98,38554.27,38320.00,38352.06,12293.459,472528295.38530,117274
1628035200000,2021-08-04 00:00:00,BTC/USDT,38201.33,38485.00,37946.56,38399.99,20036.209,764955561.93636,171937
1628031600000,2021-08-03 23:00:00,BTC/USDT,38345.16,38642.30,38054.41,38203.26,16563.263,635666678.20442,153697
1628028000000,2021-08-03 22:00:00,BTC/USDT,38330.54,38549.90,38201.64,38345.16,12754.065,489538982.35474,133252
1628024400000,2021-08-03 21:00:00,BTC/USDT,38082.04,38420.40,38051.73,38330.54,11344.840,433874801.21233,135110
1628020800000,2021-08-03 20:00:00,BTC/USDT,38015.27,38194.91,37875.00,38082.04,13654.122,519129678.44224,149717
1628017200000,2021-08-03 19:00:00,BTC/USDT,38185.33,38334.97,37908.52,38015.54,13819.748,527727075.10150,134991
1628013600000,2021-08-03 18:00:00,BTC/USDT,38002.10,38200.00,37600.00,38186.70,29119.504,1104415930.68363,257792
1628010000000,2021-08-03 17:00:00,BTC/USDT,38390.32,38512.00,37998.42,38002.11,17147.485,656019433.54694,162036
1628006400000,2021-08-03 16:00:00,BTC/USDT,38170.37,38477.99,37954.05,38389.34,23650.787,903535097.81502,212285
1628002800000,2021-08-03 15:00:00,BTC/USDT,38251.98,38336.01,37922.02,38170.37,30741.602,1172156562.24499,269424
1627999200000,2021-08-03 14:00:00,BTC/USDT,38454.37,38700.00,38168.41,38251.99,22173.293,852328456.45969,209605
1627995600000,2021-08-03 13:00:00,BTC/USDT,38369.99,38620.04,38310.00,38454.36,17481.151,672458150.64130,174824
1627992000000,2021-08-03 12:00:00,BTC/USDT,38483.66,38519.34,37658.69,38370.00,61527.317,2344945679.01054,509967
1627988400000,2021-08-03 11:00:00,BTC/USDT,38690.92,38728.04,38386.35,38483.68,14067.583,542037673.98970,133580
1627984800000,2021-08-03 10:00:00,BTC/USDT,38628.34,38799.56,38461.05,38691.23,16064.191,620661037.32826,151089
1627981200000,2021-08-03 09:00:00,BTC/USDT,38501.77,38629.00,38308.69,38628.35,13780.916,530361719.16561,135871
1627977600000,2021-08-03 08:00:00,BTC/USDT,38569.99,38658.25,38289.00,38501.77,17112.852,658984422.95767,163481
1627974000000,2021-08-03 07:00:00,BTC/USDT,38351.13,38655.12,38250.00,38569.99,16068.908,618531243.47052,167474
1627970400000,2021-08-03 06:00:00,BTC/USDT,38255.90,38433.00,38202.86,38351.14,12042.663,461930038.84026,130853
1627966800000,2021-08-03 05:00:00,BTC/USDT,38332.99,38370.54,37920.00,38255.89,34158.664,1303531065.90277,303181
1627963200000,2021-08-03 04:00:00,BTC/USDT,38652.03,38828.96,38209.00,38333.00,27153.173,1046278964.74830,243341
1627959600000,2021-08-03 03:00:00,BTC/USDT,38891.43,39000.00,38501.00,38651.44,25472.654,985710124.58603,214898
1627956000000,2021-08-03 02:00:00,BTC/USDT,38821.25,39083.88,38750.00,38891.43,12156.673,473378864.08783,128515
1627952400000,2021-08-03 01:00:00,BTC/USDT,39310.01,39319.85,38788.18,38821.24,23227.979,906706383.76287,205556
1627948800000,2021-08-03 00:00:00,BTC/USDT,39147.47,39774.93,38750.00,39310.00,35936.084,1410903407.87098,321298
1627945200000,2021-08-02 23:00:00,BTC/USDT,39410.01,39538.92,39036.82,39147.48,13231.412,520418524.73762,131989
1627941600000,2021-08-02 22:00:00,BTC/USDT,39189.99,39516.64,39153.38,39410.01,13238.335,521212535.65267,132460
1627938000000,2021-08-02 21:00:00,BTC/USDT,38841.65,39327.89,38772.37,39189.99,15206.236,593791370.27860,162906
1627934400000,2021-08-02 20:00:00,BTC/USDT,39174.29,39265.08,38658.00,38840.00,34165.313,1328448210.58650,306930
1627930800000,2021-08-02 19:00:00,BTC/USDT,39629.99,39777.97,39000.00,39174.29,23520.333,925570876.93808,206721
1627927200000,2021-08-02 18:00:00,BTC/USDT,39680.09,39778.67,39460.02,39629.98,9600.665,380605776.20180,106509
1627923600000,2021-08-02 17:00:00,BTC/USDT,39799.99,39878.76,39620.00,39680.08,9308.190,369894250.76924,106741
1627920000000,2021-08-02 16:00:00,BTC/USDT,39678.01,39960.00,39560.80,39799.98,19833.426,789035187.71239,187371
1627916400000,2021-08-02 15:00:00,BTC/USDT,39606.91,39800.00,39576.61,39678.00,13104.615,520362170.71606,140356
1627912800000,2021-08-02 14:00:00,BTC/USDT,39557.42,39750.00,39499.43,39606.90,17191.132,681163576.67158,175966
1627909200000,2021-08-02 13:00:00,BTC/USDT,39256.07,39660.00,39128.10,39557.43,20418.115,804313981.67252,205206
1627905600000,2021-08-02 12:00:00,BTC/USDT,39535.49,39700.00,38838.00,39256.07,44098.249,1730204823.65898,379740
1627902000000,2021-08-02 11:00:00,BTC/USDT,39700.63,39710.00,39422.61,39535.48,15673.580,619581563.93439,149572
1627898400000,2021-08-02 10:00:00,BTC/USDT,39622.82,39841.88,39522.69,39700.64,13119.365,520779829.09657,139342
1627894800000,2021-08-02 09:00:00,BTC/USDT,39539.10,39700.00,39300.00,39622.82,24181.003,955865421.48414,215111
1627891200000,2021-08-02 08:00:00,BTC/USDT,40097.47,40166.50,39400.00,39539.11,31198.912,1239008292.20699,268308
1627887600000,2021-08-02 07:00:00,BTC/USDT,40253.66,40450.00,40000.00,40099.99,19390.724,779531404.07881,190811
1627884000000,2021-08-02 06:00:00,BTC/USDT,39717.29,40333.00,39630.49,40253.67,23542.604,942268895.12900,219987
1627880400000,2021-08-02 05:00:00,BTC/USDT,39664.67,39800.00,39570.55,39717.29,8221.531,326504887.77826,89813
1627876800000,2021-08-02 04:00:00,BTC/USDT,39783.67,39850.96,39611.00,39664.67,9418.184,374127952.03193,101902
1627873200000,2021-08-02 03:00:00,BTC/USDT,39773.38,39910.19,39676.60,39782.41,9563.973,380525815.61270,107769
1627869600000,2021-08-02 02:00:00,BTC/USDT,39617.85,39877.00,39455.62,39773.37,14684.024,582827831.80993,137246
1627866000000,2021-08-02 01:00:00,BTC/USDT,39528.61,39797.00,39229.12,39617.19,23465.024,928483799.19204,217339
1627862400000,2021-08-02 00:00:00,BTC/USDT,39846.78,40100.00,39432.16,39528.62,26497.183,1054241698.19256,238402
1627858800000,2021-08-01 23:00:00,BTC/USDT,40266.81,40434.66,39350.40,39846.78,47564.726,1897690198.07315,382682
1627855200000,2021-08-01 22:00:00,BTC/USDT,41076.97,41199.70,39957.23,40266.81,41600.845,1682690188.39289,363442
1627851600000,2021-08-01 21:00:00,BTC/USDT,41266.13,41329.19,40932.20,41076.98,11914.882,489979295.76492,143768
1627848000000,2021-08-01 20:00:00,BTC/USDT,41267.08,41512.87,41111.99,41266.13,18011.209,744211831.67089,164064
1627844400000,2021-08-01 19:00:00,BTC/USDT,41085.69,41500.00,40567.73,41267.09,30801.699,1266735428.12818,273313
1627840800000,2021-08-01 18:00:00,BTC/USDT,41099.99,41240.49,40955.01,41085.68,11369.838,467378160.47431,127590
1627837200000,2021-08-01 17:00:00,BTC/USDT,41262.20,41343.60,40855.00,41100.00,23259.159,955828789.23259,215745
1627833600000,2021-08-01 16:00:00,BTC/USDT,41303.72,41390.27,40730.12,41262.20,45593.062,1870580241.98699,393030
1627830000000,2021-08-01 15:00:00,BTC/USDT,41343.56,41526.90,41150.73,41303.72,15518.542,641897382.40911,166916
1627826400000,2021-08-01 14:00:00,BTC/USDT,41428.17,41535.00,41205.00,41343.57,15905.706,658357506.60269,169099
1627822800000,2021-08-01 13:00:00,BTC/USDT,41576.43,41643.89,41383.53,41428.16,13401.289,556114226.99403,147646
1627819200000,2021-08-01 12:00:00,BTC/USDT,41596.00,41839.52,41542.56,41576.44,12719.973,530326848.32273,148631
1627815600000,2021-08-01 11:00:00,BTC/USDT,41503.38,41628.00,41328.77,41596.01,17079.060,708962185.17731,177031
1627812000000,2021-08-01 10:00:00,BTC/USDT,41922.03,41924.33,41342.38,41503.38,18426.696,767488498.16332,183368
1627808400000,2021-08-01 09:00:00,BTC/USDT,41763.62,41952.60,41724.46,41922.03,10394.112,435232617.82952,123072
1627804800000,2021-08-01 08:00:00,BTC/USDT,41705.00,41840.00,41627.08,41763.62,8033.002,335307773.81915,97229
1627801200000,2021-08-01 07:00:00,BTC/USDT,41700.90,41826.80,41570.03,41704.99,11227.646,468352335.75466,118773
1627797600000,2021-08-01 06:00:00,BTC/USDT,41829.00,41868.24,41600.00,41700.91,14652.774,611569539.17728,136853
1627794000000,2021-08-01 05:00:00,BTC/USDT,42062.39,42155.00,41665.84,41826.20,21394.074,896188292.90482,204036
1627790400000,2021-08-01 04:00:00,BTC/USDT,42421.51,42423.09,42043.52,42062.28,19370.133,818740156.33828,187345
1627786800000,2021-08-01 03:00:00,BTC/USDT,41807.13,42614.98,41807.12,42420.62,34981.727,1476838014.30226,317026
1627783200000,2021-08-01 02:00:00,BTC/USDT,41697.18,41819.74,41602.17,41807.12,7519.493,313679364.29330,86020
1627779600000,2021-08-01 01:00:00,BTC/USDT,41715.87,41900.00,41602.31,41697.18,13164.342,549773688.26424,126544
